time	V(n003)	V(n006)
4.102504406432345e-006	1.500063e+001	1.499778e+001
4.124825835003774e-006	1.500072e+001	1.499806e+001
4.147147263575204e-006	1.500078e+001	1.499832e+001
4.169468692146632e-006	1.500083e+001	1.499855e+001
4.194022263575205e-006	1.500088e+001	1.499879e+001
4.218575835003776e-006	1.500091e+001	1.499901e+001
4.243129406432349e-006	1.500093e+001	1.499922e+001
4.267682977860920e-006	1.500094e+001	1.499940e+001
4.292236549289493e-006	1.500095e+001	1.499956e+001
4.316790120718065e-006	1.500094e+001	1.499971e+001
4.341343692146637e-006	1.500093e+001	1.499984e+001
4.367013335003780e-006	1.500090e+001	1.499995e+001
4.392682977860923e-006	1.500088e+001	1.500005e+001
4.418352620718067e-006	1.500085e+001	1.500014e+001
4.444022263575211e-006	1.500082e+001	1.500022e+001
4.469691906432354e-006	1.500078e+001	1.500029e+001
4.495361549289498e-006	1.500075e+001	1.500034e+001
4.521031192146641e-006	1.500071e+001	1.500038e+001
4.536656192146641e-006	1.500068e+001	1.500040e+001
4.552281192146642e-006	1.500066e+001	1.500042e+001
4.567906192146642e-006	1.500063e+001	1.500043e+001
4.583531192146643e-006	1.500061e+001	1.500045e+001
4.599156192146643e-006	1.500058e+001	1.500046e+001
4.606968692146643e-006	1.500057e+001	1.500046e+001
4.614781192146643e-006	1.500056e+001	1.500047e+001
4.622593692146643e-006	1.500055e+001	1.500047e+001
4.630406192146644e-006	1.500053e+001	1.500047e+001
4.638218692146644e-006	1.500052e+001	1.500047e+001
4.646031192146644e-006	1.500051e+001	1.500047e+001
4.653843692146644e-006	1.500050e+001	1.500047e+001
4.661656192146644e-006	1.500049e+001	1.500048e+001
4.669468692146645e-006	1.500047e+001	1.500048e+001
4.677281192146645e-006	1.500046e+001	1.500048e+001
4.685093692146645e-006	1.500045e+001	1.500047e+001
4.692906192146645e-006	1.500044e+001	1.500047e+001
4.700718692146645e-006	1.500043e+001	1.500047e+001
4.708531192146646e-006	1.500042e+001	1.500047e+001
4.716343692146646e-006	1.500041e+001	1.500047e+001
4.724156192146646e-006	1.500039e+001	1.500047e+001
4.731968692146646e-006	1.500038e+001	1.500046e+001
4.739781192146646e-006	1.500037e+001	1.500046e+001
4.747593692146647e-006	1.500036e+001	1.500046e+001
4.755406192146647e-006	1.500035e+001	1.500045e+001
4.763218692146647e-006	1.500034e+001	1.500045e+001
4.771031192146647e-006	1.500033e+001	1.500045e+001
4.778843692146647e-006	1.500032e+001	1.500044e+001
4.786656192146647e-006	1.500031e+001	1.500044e+001
4.794468692146648e-006	1.500030e+001	1.500043e+001
4.802281192146648e-006	1.500029e+001	1.500043e+001
4.817906192146648e-006	1.500027e+001	1.500042e+001
4.833531192146649e-006	1.500026e+001	1.500041e+001
4.849156192146649e-006	1.500024e+001	1.500040e+001
4.864781192146649e-006	1.500022e+001	1.500039e+001
4.888218692146650e-006	1.500020e+001	1.500037e+001
4.911656192146650e-006	1.500018e+001	1.500035e+001
4.927281192146651e-006	1.500016e+001	1.500034e+001
4.942906192146651e-006	1.500015e+001	1.500033e+001
4.958531192146652e-006	1.500014e+001	1.500031e+001
4.974156192146652e-006	1.500012e+001	1.500030e+001
4.981968692146652e-006	1.500012e+001	1.500029e+001
4.989781192146652e-006	1.500011e+001	1.500029e+001
4.997593692146653e-006	1.500011e+001	1.500028e+001
5.005406192146653e-006	1.500010e+001	1.500028e+001
5.013218692146653e-006	1.500010e+001	1.500027e+001
5.021031192146653e-006	1.500009e+001	1.500026e+001
5.028843692146653e-006	1.500009e+001	1.500026e+001
5.036656192146654e-006	1.500008e+001	1.500025e+001
5.044468692146654e-006	1.500008e+001	1.500025e+001
5.052281192146654e-006	1.500007e+001	1.500024e+001
5.060093692146654e-006	1.500007e+001	1.500023e+001
5.067906192146654e-006	1.500006e+001	1.500023e+001
5.075718692146654e-006	1.500006e+001	1.500022e+001
5.083531192146655e-006	1.500006e+001	1.500022e+001
5.099156192146655e-006	1.500005e+001	1.500021e+001
5.114781192146655e-006	1.500004e+001	1.500019e+001
5.130406192146656e-006	1.500003e+001	1.500018e+001
5.146031192146656e-006	1.500003e+001	1.500017e+001
5.169468692146657e-006	1.500002e+001	1.500016e+001
5.192906192146657e-006	1.500001e+001	1.500014e+001
5.216343692146658e-006	1.500000e+001	1.500013e+001
5.239781192146658e-006	1.500000e+001	1.500012e+001
5.262102620718087e-006	1.499999e+001	1.500011e+001
5.284424049289517e-006	1.499999e+001	1.500009e+001
5.306745477860946e-006	1.499998e+001	1.500008e+001
5.329066906432375e-006	1.499998e+001	1.500007e+001
5.351388335003804e-006	1.499998e+001	1.500007e+001
5.373709763575234e-006	1.499998e+001	1.500006e+001
5.396031192146662e-006	1.499997e+001	1.500005e+001
5.421700835003806e-006	1.499997e+001	1.500004e+001
5.447370477860949e-006	1.499997e+001	1.500003e+001
5.473040120718092e-006	1.499997e+001	1.500003e+001
5.498709763575237e-006	1.499997e+001	1.500002e+001
5.524379406432380e-006	1.499997e+001	1.500001e+001
5.550049049289523e-006	1.499997e+001	1.500001e+001
5.575718692146667e-006	1.499997e+001	1.500001e+001
5.602504406432382e-006	1.499997e+001	1.500000e+001
5.629290120718096e-006	1.499997e+001	1.500000e+001
5.656075835003811e-006	1.499997e+001	1.500000e+001
5.682861549289527e-006	1.499997e+001	1.499999e+001
5.709647263575242e-006	1.499998e+001	1.499999e+001
5.736432977860956e-006	1.499998e+001	1.499999e+001
5.763218692146671e-006	1.499998e+001	1.499999e+001
5.786656192146672e-006	1.499998e+001	1.499999e+001
5.802281192146672e-006	1.499998e+001	1.499999e+001
5.817906192146673e-006	1.499998e+001	1.499999e+001
5.833531192146673e-006	1.499998e+001	1.499999e+001
5.849156192146673e-006	1.499998e+001	1.499999e+001
5.864781192146674e-006	1.499998e+001	1.499999e+001
5.880406192146674e-006	1.499998e+001	1.499998e+001
5.888218692146674e-006	1.499998e+001	1.499998e+001
5.896031192146674e-006	1.499998e+001	1.499998e+001
5.903843692146675e-006	1.499998e+001	1.499998e+001
5.911656192146675e-006	1.499999e+001	1.499998e+001
5.919468692146675e-006	1.499999e+001	1.499998e+001
